a_p1,a_o1,a_p2,a_o2,b_p1,b_o1,b_p2,b_o2,a_ev,b_ev,ev_diff,ev_ratio,rare
0.03,4.54,0.97,19.95,1,13.76,0,0,19.49,13.76,5.73,1.42,unattractive
0.7,6.9,0.3,19.57,1,7.43,0,0,10.7,7.43,3.27,1.44,none
0.97,7.76,0.03,18.2,1,10.24,0,0,8.07,10.24,-2.17,0.79,attractive
0.53,4.87,0.47,13.84,1,9.24,0,0,9.09,9.24,-0.15,0.98,none
0.62,3.77,0.38,12.72,1,12.19,0,0,7.17,12.19,-5.02,0.59,none
0.74,12.88,0.26,17.48,1,15.01,0,0,14.08,15.01,-0.93,0.94,none
0.95,3.42,0.05,19.66,1,15.01,0,0,4.23,15.01,-10.78,0.28,attractive
0.5,3.39,0.5,17.47,1,6.51,0,0,10.43,6.51,3.92,1.6,none
0.1,7.47,0.9,12.67,1,7.6,0,0,12.15,7.6,4.55,1.6,unattractive
0.29,16.2,0.71,19.17,1,17.25,0,0,18.31,17.25,1.06,1.06,none
0.21,3.83,0.79,15.33,1,4.37,0,0,12.92,4.37,8.55,2.96,none
0.89,0.18,0.11,19.86,1,11.67,0,0,2.34,11.67,-9.33,0.2,attractive
0.2,9.36,0.8,19.6,1,14.38,0,0,17.55,14.38,3.17,1.22,none
0.48,6.73,0.52,18.12,1,17.47,0,0,12.65,17.47,-4.82,0.72,none
0.69,2.33,0.31,18.24,1,9.85,0,0,7.26,9.85,-2.59,0.74,none
0.29,6.14,0.71,15.62,1,10.94,0,0,12.87,10.94,1.93,1.18,none
0.66,5.99,0.34,12.61,1,10.81,0,0,8.24,10.81,-2.57,0.76,none
0.66,4.74,0.34,18.72,1,8.3,0,0,9.49,8.3,1.19,1.14,none
0.76,0.28,0.24,12.61,1,1.85,0,0,3.24,1.85,1.39,1.75,none
0.63,2.85,0.37,19.68,1,5.25,0,0,9.08,5.25,3.83,1.73,none
0.07,15.64,0.93,19.36,1,16.47,0,0,19.1,16.47,2.63,1.16,unattractive
0.93,13.66,0.07,15.34,1,15.21,0,0,13.78,15.21,-1.43,0.91,attractive
0.06,8.39,0.94,19.87,1,11.08,0,0,19.18,11.08,8.1,1.73,unattractive
0.38,6.83,0.62,19.29,1,13.74,0,0,14.56,13.74,0.82,1.06,none
0.9,2.79,0.1,6.82,1,4.77,0,0,3.19,4.77,-1.58,0.67,attractive
0.99,4.46,0.01,18.58,1,6.93,0,0,4.6,6.93,-2.33,0.66,attractive
0.5,2.51,0.5,18.42,1,5.29,0,0,10.46,5.29,5.17,1.98,none
0.66,5.93,0.34,8.6,1,8.43,0,0,6.84,8.43,-1.59,0.81,none
0.1,4.7,0.9,11.54,1,4.77,0,0,10.86,4.77,6.09,2.28,unattractive
0.06,13.04,0.94,14.78,1,13.8,0,0,14.68,13.8,0.88,1.06,unattractive
0.72,3.31,0.28,5.05,1,4.25,0,0,3.8,4.25,-0.45,0.89,none
0.36,1.03,0.64,13.32,1,3.93,0,0,8.9,3.93,4.97,2.26,none
0.16,3.57,0.84,18.52,1,12.78,0,0,16.13,12.78,3.35,1.26,unattractive
0.16,1.11,0.84,12.32,1,4.51,0,0,10.53,4.51,6.02,2.33,unattractive
0.31,3.86,0.69,11.27,1,10.62,0,0,8.97,10.62,-1.65,0.84,none
0.85,0.3,0.15,17.17,1,5.25,0,0,2.83,5.25,-2.42,0.54,attractive
0.91,12.67,0.09,16.36,1,13.55,0,0,13,13.55,-0.55,0.96,attractive
0.02,4.99,0.98,17.64,1,10.87,0,0,17.39,10.87,6.52,1.6,unattractive
0.43,5.16,0.57,14.27,1,6.47,0,0,10.35,6.47,3.88,1.6,none
0.57,0.81,0.43,6.09,1,1.17,0,0,3.08,1.17,1.91,2.63,none
0.91,7.4,0.09,10.37,1,9.32,0,0,7.67,9.32,-1.65,0.82,attractive
0.55,0.68,0.45,8.78,1,8.45,0,0,4.32,8.45,-4.13,0.51,none
0.95,1.51,0.05,5.46,1,2.11,0,0,1.71,2.11,-0.4,0.81,attractive
0.57,2.16,0.43,12.3,1,8.53,0,0,6.52,8.53,-2.01,0.76,none
0.33,2.18,0.67,10.93,1,3.61,0,0,8.04,3.61,4.43,2.23,none
0.46,9.87,0.54,18.04,1,17.72,0,0,14.28,17.72,-3.44,0.81,none
0.13,4.83,0.87,18.62,1,8.46,0,0,16.83,8.46,8.37,1.99,unattractive
0.21,3.11,0.79,19.76,1,9.84,0,0,16.26,9.84,6.42,1.65,none
0.71,0.7,0.29,18.12,1,15.47,0,0,5.75,15.47,-9.72,0.37,none
0.11,12.61,0.89,19.24,1,14.26,0,0,18.51,14.26,4.25,1.3,unattractive
0.43,9.46,0.57,19.95,1,10.31,0,0,15.44,10.31,5.13,1.5,none
0.27,2.01,0.73,9.23,1,3.14,0,0,7.28,3.14,4.14,2.32,none
0.47,0.96,0.53,13.98,1,10.92,0,0,7.86,10.92,-3.06,0.72,none
0.07,9.73,0.93,12.72,1,12.01,0,0,12.51,12.01,0.5,1.04,unattractive
0.35,8.71,0.65,13.7,1,8.86,0,0,11.95,8.86,3.09,1.35,none
0.59,4.15,0.41,16.74,1,11.04,0,0,9.31,11.04,-1.73,0.84,none
0.88,7.18,0.12,19.61,1,19.39,0,0,8.67,19.39,-10.72,0.45,attractive
0.57,4.86,0.43,19.61,1,15.32,0,0,11.2,15.32,-4.12,0.73,none
0.93,0.46,0.07,17.94,1,1.28,0,0,1.68,1.28,0.4,1.31,attractive
0.04,0.09,0.96,6.85,1,1.69,0,0,6.58,1.69,4.89,3.89,unattractive
0.3,14.5,0.7,19.34,1,18.8,0,0,17.89,18.8,-0.91,0.95,none
0.19,0.46,0.81,6.68,1,1.49,0,0,5.5,1.49,4.01,3.69,unattractive
0.21,2.1,0.79,9.47,1,4.37,0,0,7.92,4.37,3.55,1.81,none
0.69,8.56,0.31,17.45,1,14.46,0,0,11.32,14.46,-3.14,0.78,none
0.04,2.36,0.96,17.26,1,5.01,0,0,16.66,5.01,11.65,3.33,unattractive
0.72,9.58,0.28,14.74,1,13.37,0,0,11.02,13.37,-2.35,0.82,none
0.56,9.78,0.44,18.51,1,14.91,0,0,13.62,14.91,-1.29,0.91,none
0.48,1.4,0.52,9.44,1,8.48,0,0,5.58,8.48,-2.9,0.66,none
0.37,3.35,0.63,10.37,1,4.41,0,0,7.77,4.41,3.36,1.76,none
0.32,8.03,0.68,16.21,1,10.02,0,0,13.59,10.02,3.57,1.36,none
0.57,12.06,0.43,19.34,1,15.41,0,0,15.19,15.41,-0.22,0.99,none
0.26,2.73,0.74,14.25,1,7.35,0,0,11.25,7.35,3.9,1.53,none
0.12,3.6,0.88,17.53,1,15.08,0,0,15.86,15.08,0.78,1.05,unattractive
0.15,13.48,0.85,19.53,1,14.88,0,0,18.62,14.88,3.74,1.25,unattractive
0.53,4.13,0.47,13.35,1,7.25,0,0,8.46,7.25,1.21,1.17,none
0.81,1.77,0.19,17.39,1,11.98,0,0,4.74,11.98,-7.24,0.4,attractive
0.98,1.36,0.02,17.06,1,11.45,0,0,1.67,11.45,-9.78,0.15,attractive
0.26,0.41,0.74,6.8,1,0.73,0,0,5.14,0.73,4.41,7.04,none
0.22,2.73,0.78,16.21,1,7.59,0,0,13.24,7.59,5.65,1.74,none
0.24,13.47,0.76,19.14,1,16.68,0,0,17.78,16.68,1.1,1.07,none
0.88,0.76,0.12,11.08,1,1.3,0,0,2,1.3,0.7,1.54,attractive
0.38,9.58,0.62,16.2,1,10.39,0,0,13.68,10.39,3.29,1.32,none
0.97,8.41,0.03,14.89,1,11.89,0,0,8.6,11.89,-3.29,0.72,attractive
0.81,2.13,0.19,16.31,1,3.62,0,0,4.82,3.62,1.2,1.33,attractive
0.43,2.34,0.57,13.74,1,8.22,0,0,8.84,8.22,0.62,1.08,none
0.27,10,0.73,17.86,1,17.85,0,0,15.74,17.85,-2.11,0.88,none
0.35,6.58,0.65,13.64,1,8.18,0,0,11.17,8.18,2.99,1.37,none
0.97,2.67,0.03,17.02,1,9.52,0,0,3.1,9.52,-6.42,0.33,attractive
0.43,7.26,0.57,17.05,1,7.42,0,0,12.84,7.42,5.42,1.73,none
0.81,1.9,0.19,16.33,1,4.43,0,0,4.64,4.43,0.21,1.05,attractive
0.91,8.4,0.09,10.83,1,9.77,0,0,8.62,9.77,-1.15,0.88,attractive
0.33,9.91,0.67,19.44,1,16.39,0,0,16.3,16.39,-0.09,0.99,none
0.37,4.02,0.63,9.26,1,8.94,0,0,7.32,8.94,-1.62,0.82,none
0.9,0.64,0.1,16.72,1,3.19,0,0,2.25,3.19,-0.94,0.71,attractive
0.46,2.73,0.54,7.74,1,2.75,0,0,5.44,2.75,2.69,1.98,none
0.39,3.81,0.61,9.34,1,7.06,0,0,7.18,7.06,0.12,1.02,none
0.98,0.33,0.02,19.6,1,8.98,0,0,0.72,8.98,-8.26,0.08,attractive
0.11,5.94,0.89,18.58,1,9.74,0,0,17.19,9.74,7.45,1.76,unattractive
0.9,2.72,0.1,16.18,1,10.48,0,0,4.07,10.48,-6.41,0.39,attractive
0.03,12.01,0.97,17.87,1,17.82,0,0,17.69,17.82,-0.13,0.99,unattractive
0.66,2.74,0.34,14.63,1,14.3,0,0,6.78,14.3,-7.52,0.47,none
0.04,9.74,0.96,17.84,1,16.28,0,0,17.52,16.28,1.24,1.08,unattractive
0.22,6.17,0.78,16.02,1,7.89,0,0,13.85,7.89,5.96,1.76,none
0.9,0.48,0.1,11.86,1,9.04,0,0,1.62,9.04,-7.42,0.18,attractive
0.04,2.02,0.96,12.4,1,7.09,0,0,11.98,7.09,4.89,1.69,unattractive
0.92,12.41,0.08,18.92,1,16.61,0,0,12.93,16.61,-3.68,0.78,attractive
0.36,1.95,0.64,8.68,1,3.08,0,0,6.26,3.08,3.18,2.03,none
0.52,1.3,0.48,17.09,1,1.34,0,0,8.88,1.34,7.54,6.63,none
0.18,6.57,0.82,13.55,1,10.1,0,0,12.29,10.1,2.19,1.22,unattractive
0.65,3.51,0.35,11.78,1,4.04,0,0,6.4,4.04,2.36,1.58,none
0.71,1.27,0.29,16.96,1,10.33,0,0,5.82,10.33,-4.51,0.56,none
0.51,4.6,0.49,13.12,1,9.01,0,0,8.77,9.01,-0.24,0.97,none
0.93,7.23,0.07,19.15,1,12.24,0,0,8.06,12.24,-4.18,0.66,attractive
0.63,5.79,0.37,17.01,1,15.26,0,0,9.94,15.26,-5.32,0.65,none
0.59,3.15,0.41,18.91,1,10.55,0,0,9.61,10.55,-0.94,0.91,none
0.49,2.21,0.51,18.2,1,3.8,0,0,10.36,3.8,6.56,2.73,none
0.42,2.24,0.58,12.09,1,8.61,0,0,7.95,8.61,-0.66,0.92,none
0.39,6.05,0.61,15.54,1,9.95,0,0,11.84,9.95,1.89,1.19,none
0.75,0.3,0.25,19.25,1,15.72,0,0,5.04,15.72,-10.68,0.32,none
0.47,8.54,0.53,15.36,1,13.66,0,0,12.15,13.66,-1.51,0.89,none
0.32,7.56,0.68,13.19,1,12.37,0,0,11.39,12.37,-0.98,0.92,none
0.69,13.59,0.31,19.8,1,17.65,0,0,15.52,17.65,-2.13,0.88,none
0.15,9.58,0.85,19.42,1,16.39,0,0,17.94,16.39,1.55,1.09,unattractive
0.24,1.28,0.76,3.1,1,1.31,0,0,2.66,1.31,1.35,2.03,none
0.31,2.5,0.69,19.72,1,8.6,0,0,14.38,8.6,5.78,1.67,none
0.78,6.77,0.22,16.52,1,10.82,0,0,8.91,10.82,-1.91,0.82,none
0.37,11.02,0.63,18.5,1,11.7,0,0,15.73,11.7,4.03,1.34,none
0.87,3.03,0.13,14.13,1,13.2,0,0,4.47,13.2,-8.73,0.34,attractive
0.07,0.25,0.93,10.56,1,7.89,0,0,9.84,7.89,1.95,1.25,unattractive
0.75,1.95,0.25,7.31,1,2.71,0,0,3.29,2.71,0.58,1.21,none
0.01,2.18,0.99,19.08,1,2.62,0,0,18.91,2.62,16.29,7.22,unattractive
0.63,9.02,0.37,16.87,1,13.61,0,0,11.92,13.61,-1.69,0.88,none
0.21,5.49,0.79,18,1,7.95,0,0,15.37,7.95,7.42,1.93,none
0.49,3.48,0.51,13.11,1,11.56,0,0,8.39,11.56,-3.17,0.73,none
0.56,6.41,0.44,17.63,1,8.26,0,0,11.35,8.26,3.09,1.37,none
0.8,1.76,0.2,10.07,1,2.12,0,0,3.42,2.12,1.3,1.61,none
0.81,6.76,0.19,19.65,1,17.55,0,0,9.21,17.55,-8.34,0.52,attractive
0.56,1.34,0.44,15.82,1,4.27,0,0,7.71,4.27,3.44,1.81,none
0.46,3.38,0.54,12.85,1,9.72,0,0,8.49,9.72,-1.23,0.87,none
0.94,2.19,0.06,11.8,1,11.52,0,0,2.77,11.52,-8.75,0.24,attractive
0.8,1.21,0.2,12.52,1,2.83,0,0,3.47,2.83,0.64,1.23,none
0.96,7.62,0.04,15.81,1,12.42,0,0,7.95,12.42,-4.47,0.64,attractive
0.89,4.29,0.11,10.44,1,9.49,0,0,4.97,9.49,-4.52,0.52,attractive
0.53,12.05,0.47,18.19,1,16.39,0,0,14.94,16.39,-1.45,0.91,none
0.15,0.53,0.85,6.55,1,0.86,0,0,5.65,0.86,4.79,6.57,unattractive
0.6,10.8,0.4,16.29,1,14.76,0,0,13,14.76,-1.76,0.88,none
0.53,7.37,0.47,17.74,1,10.77,0,0,12.24,10.77,1.47,1.14,none
0.69,9.75,0.31,16.84,1,13.02,0,0,11.95,13.02,-1.07,0.92,none
0.69,7.94,0.31,18.8,1,10.96,0,0,11.31,10.96,0.35,1.03,none
0.11,8.93,0.89,19.83,1,10.12,0,0,18.63,10.12,8.51,1.84,unattractive
0.65,1.84,0.35,17.59,1,15.43,0,0,7.35,15.43,-8.08,0.48,none
0.56,2.62,0.44,11.17,1,8.62,0,0,6.38,8.62,-2.24,0.74,none
0.18,7.53,0.82,16.12,1,11.59,0,0,14.57,11.59,2.98,1.26,unattractive
0.57,1.09,0.43,18.33,1,17.14,0,0,8.5,17.14,-8.64,0.5,none
0.7,1.48,0.3,16.22,1,6.84,0,0,5.9,6.84,-0.94,0.86,none
0.16,1.27,0.84,8.38,1,3.06,0,0,7.24,3.06,4.18,2.37,unattractive
0.87,9.71,0.13,18.97,1,11.91,0,0,10.91,11.91,-1,0.92,attractive
0.66,0.1,0.34,18.93,1,18.13,0,0,6.5,18.13,-11.63,0.36,none
0.21,6.54,0.79,14.1,1,12.33,0,0,12.51,12.33,0.18,1.01,none
0.56,9.45,0.44,19.6,1,15.99,0,0,13.92,15.99,-2.07,0.87,none
0.47,7,0.53,19.82,1,18.84,0,0,13.79,18.84,-5.05,0.73,none
0.31,14.01,0.69,18.28,1,17.75,0,0,16.96,17.75,-0.79,0.96,none
0.17,9.03,0.83,15.04,1,12.79,0,0,14.02,12.79,1.23,1.1,unattractive
0.37,3.42,0.63,18.74,1,9.85,0,0,13.07,9.85,3.22,1.33,none
0.18,4.66,0.82,12.29,1,7.13,0,0,10.92,7.13,3.79,1.53,unattractive
0.41,3.16,0.59,17.72,1,17.09,0,0,11.75,17.09,-5.34,0.69,none
0.23,1.16,0.77,17.01,1,16.11,0,0,13.36,16.11,-2.75,0.83,none
0.49,5.07,0.51,19.78,1,12.28,0,0,12.57,12.28,0.29,1.02,none
0.21,4.3,0.79,17.75,1,13.89,0,0,14.93,13.89,1.04,1.07,none
0.46,3.51,0.54,11.61,1,9.61,0,0,7.88,9.61,-1.73,0.82,none
0.87,1.48,0.13,11.63,1,8.43,0,0,2.8,8.43,-5.63,0.33,attractive
0.27,1.21,0.73,6.38,1,1.79,0,0,4.98,1.79,3.19,2.78,none
0.12,1.64,0.88,18.61,1,11.08,0,0,16.57,11.08,5.49,1.5,unattractive
0.15,1.32,0.85,11.28,1,10.5,0,0,9.79,10.5,-0.71,0.93,unattractive
0.77,0.23,0.23,14.32,1,4.48,0,0,3.47,4.48,-1.01,0.77,none
0.61,7.1,0.39,19.96,1,17.89,0,0,12.12,17.89,-5.77,0.68,none
0.47,2.95,0.53,19.44,1,15.78,0,0,11.69,15.78,-4.09,0.74,none
0.83,2.03,0.17,3.21,1,2.47,0,0,2.23,2.47,-0.24,0.9,attractive
0.24,3.48,0.76,19.05,1,7.32,0,0,15.31,7.32,7.99,2.09,none
0.19,3.19,0.81,15.9,1,11.73,0,0,13.49,11.73,1.76,1.15,unattractive
0.73,5.12,0.27,17.15,1,10.61,0,0,8.37,10.61,-2.24,0.79,none
0.78,2.73,0.22,11.4,1,2.77,0,0,4.64,2.77,1.87,1.68,none
0.96,1.64,0.04,19.58,1,15.38,0,0,2.36,15.38,-13.02,0.15,attractive
0.05,2.21,0.95,13.51,1,10.59,0,0,12.94,10.59,2.35,1.22,unattractive
0.77,12.43,0.23,15.89,1,15.53,0,0,13.23,15.53,-2.3,0.85,none
0.8,4.72,0.2,8.64,1,7.29,0,0,5.5,7.29,-1.79,0.75,none
0.36,3.86,0.64,15.71,1,14.02,0,0,11.44,14.02,-2.58,0.82,none
0.83,5.76,0.17,17.13,1,13.05,0,0,7.69,13.05,-5.36,0.59,attractive
0.6,7.98,0.4,10.66,1,9.61,0,0,9.05,9.61,-0.56,0.94,none
0.44,8.92,0.56,13.55,1,10.88,0,0,11.51,10.88,0.63,1.06,none
0.29,8.01,0.71,10.84,1,10.55,0,0,10.02,10.55,-0.53,0.95,none
0.09,0.48,0.91,14.33,1,1.72,0,0,13.08,1.72,11.36,7.6,unattractive
0.51,1.27,0.49,18.6,1,13.88,0,0,9.76,13.88,-4.12,0.7,none
0.7,3.29,0.3,19.38,1,16.77,0,0,8.12,16.77,-8.65,0.48,none
0.95,3.08,0.05,17.9,1,6.38,0,0,3.82,6.38,-2.56,0.6,attractive
0.64,0.48,0.36,16.43,1,0.56,0,0,6.22,0.56,5.66,11.11,none
0.06,11.98,0.94,17.14,1,15.96,0,0,16.83,15.96,0.87,1.05,unattractive
0.86,1.31,0.14,12.91,1,1.93,0,0,2.93,1.93,1,1.52,attractive
0.39,5.69,0.61,14.95,1,10.77,0,0,11.34,10.77,0.57,1.05,none
0.28,6.92,0.72,17.46,1,14.27,0,0,14.51,14.27,0.24,1.02,none
0.9,7.35,0.1,15.4,1,7.51,0,0,8.15,7.51,0.64,1.09,attractive
0.43,5.45,0.57,18.32,1,14.11,0,0,12.79,14.11,-1.32,0.91,none
0.53,6.16,0.47,18.2,1,10.35,0,0,11.82,10.35,1.47,1.14,none
0.46,0.3,0.54,18.01,1,10.57,0,0,9.86,10.57,-0.71,0.93,none
0.85,2.55,0.15,9.56,1,8.6,0,0,3.6,8.6,-5,0.42,attractive
0.45,2.1,0.55,19.9,1,15.38,0,0,11.89,15.38,-3.49,0.77,none
0.73,12.28,0.27,17.76,1,16.02,0,0,13.76,16.02,-2.26,0.86,none
0.57,7.75,0.43,15.65,1,7.76,0,0,11.15,7.76,3.39,1.44,none
0.26,13.29,0.74,17.72,1,14.45,0,0,16.57,14.45,2.12,1.15,none
0.12,0.93,0.88,17.05,1,9.1,0,0,15.12,9.1,6.02,1.66,unattractive
0.47,5.59,0.53,11.13,1,10.08,0,0,8.53,10.08,-1.55,0.85,none
0.06,11.43,0.94,18.42,1,11.9,0,0,18,11.9,6.1,1.51,unattractive
0.1,3.85,0.9,18.2,1,9.28,0,0,16.76,9.28,7.48,1.81,unattractive
0.52,1.42,0.48,16.32,1,1.51,0,0,8.57,1.51,7.06,5.68,none
0.29,0.42,0.71,18.52,1,6.62,0,0,13.27,6.62,6.65,2,none
0.18,8.73,0.82,16.59,1,11.28,0,0,15.18,11.28,3.9,1.35,unattractive
0.41,0.36,0.59,10.9,1,2.89,0,0,6.58,2.89,3.69,2.28,none
0.33,8.53,0.67,18.69,1,12.16,0,0,15.34,12.16,3.18,1.26,none
0.45,5.65,0.55,17.91,1,8.57,0,0,12.39,8.57,3.82,1.45,none
0.97,6.72,0.03,16.19,1,7.01,0,0,7,7.01,-0.01,1,attractive
0.23,0.58,0.77,15.47,1,12.92,0,0,12.05,12.92,-0.87,0.93,none
0.88,2.53,0.12,18.68,1,9.55,0,0,4.47,9.55,-5.08,0.47,attractive
0.38,4.08,0.62,11.76,1,7.17,0,0,8.84,7.17,1.67,1.23,none
0.59,3.17,0.41,13.1,1,10.51,0,0,7.24,10.51,-3.27,0.69,none
0.42,0.07,0.58,18.89,1,0.12,0,0,10.99,0.12,10.87,91.58,none
0.88,7.1,0.12,12.67,1,12.14,0,0,7.77,12.14,-4.37,0.64,attractive
0.34,1.49,0.66,7.85,1,3.9,0,0,5.69,3.9,1.79,1.46,none
0.86,2.26,0.14,18.56,1,15.8,0,0,4.54,15.8,-11.26,0.29,attractive
0.46,3.3,0.54,15,1,14.17,0,0,9.62,14.17,-4.55,0.68,none
0.92,1.63,0.08,14.21,1,2.55,0,0,2.64,2.55,0.09,1.04,attractive
0.75,3.44,0.25,15.22,1,7.3,0,0,6.38,7.3,-0.92,0.87,none
0.67,1.93,0.33,18.79,1,18.5,0,0,7.49,18.5,-11.01,0.4,none
0.44,9.63,0.56,14.99,1,10.56,0,0,12.63,10.56,2.07,1.2,none
0.26,1.06,0.74,12.7,1,8.25,0,0,9.67,8.25,1.42,1.17,none
0.53,3.11,0.47,13.7,1,3.85,0,0,8.09,3.85,4.24,2.1,none
0.95,0.94,0.05,11.01,1,10.42,0,0,1.44,10.42,-8.98,0.14,attractive
0.81,0.68,0.19,19.68,1,18.87,0,0,4.29,18.87,-14.58,0.23,attractive
0.46,0.76,0.54,7.07,1,4.48,0,0,4.17,4.48,-0.31,0.93,none
0.64,1.78,0.36,5.9,1,5.89,0,0,3.26,5.89,-2.63,0.55,none
0.91,5.39,0.09,19.96,1,9.71,0,0,6.7,9.71,-3.01,0.69,attractive
0.8,5.93,0.2,16.88,1,11.53,0,0,8.12,11.53,-3.41,0.7,none
0.37,1.22,0.63,11.88,1,11.76,0,0,7.94,11.76,-3.82,0.68,none
0.07,1.61,0.93,13.63,1,4.07,0,0,12.79,4.07,8.72,3.14,unattractive
0.34,14.31,0.66,18.26,1,15.98,0,0,16.92,15.98,0.94,1.06,none
0.09,2.11,0.91,17.3,1,16.8,0,0,15.93,16.8,-0.87,0.95,unattractive
0.66,3.65,0.34,12.96,1,4.46,0,0,6.82,4.46,2.36,1.53,none
0.69,1.83,0.31,13.63,1,5.49,0,0,5.49,5.49,0,1,none
0.02,12.29,0.98,14.43,1,12.76,0,0,14.39,12.76,1.63,1.13,unattractive
0.76,5.26,0.24,17.36,1,11.51,0,0,8.16,11.51,-3.35,0.71,none
0.29,9.31,0.71,16.25,1,14.95,0,0,14.24,14.95,-0.71,0.95,none
0.86,2.76,0.14,6.98,1,3.43,0,0,3.35,3.43,-0.08,0.98,attractive
0.5,6.71,0.5,19.01,1,6.75,0,0,12.86,6.75,6.11,1.91,none
0.54,8.05,0.46,14.61,1,9.82,0,0,11.07,9.82,1.25,1.13,none
0.16,8.5,0.84,17.98,1,9.71,0,0,16.46,9.71,6.75,1.7,unattractive
0.49,5.23,0.51,13.59,1,6.15,0,0,9.49,6.15,3.34,1.54,none
0.1,0.84,0.9,16.99,1,16.73,0,0,15.37,16.73,-1.36,0.92,unattractive
0.73,10.61,0.27,13.24,1,12.14,0,0,11.32,12.14,-0.82,0.93,none
0.79,2.66,0.21,9.47,1,4.82,0,0,4.09,4.82,-0.73,0.85,none
0.89,9.5,0.11,19.61,1,13.93,0,0,10.61,13.93,-3.32,0.76,attractive
0.11,2.05,0.89,14.97,1,6.61,0,0,13.55,6.61,6.94,2.05,unattractive
0.12,1.09,0.88,15.63,1,5.08,0,0,13.89,5.08,8.81,2.73,unattractive
0.46,6.02,0.54,8.19,1,7.66,0,0,7.19,7.66,-0.47,0.94,none
0.78,2.79,0.22,16.57,1,5.76,0,0,5.82,5.76,0.06,1.01,none
0.88,0.61,0.12,18.31,1,15.8,0,0,2.73,15.8,-13.07,0.17,attractive
0.76,4.83,0.24,14.27,1,11.41,0,0,7.1,11.41,-4.31,0.62,none
0.99,6.7,0.01,17.65,1,11.14,0,0,6.81,11.14,-4.33,0.61,attractive
0.09,3.52,0.91,17.69,1,12.16,0,0,16.41,12.16,4.25,1.35,unattractive
0.5,1.23,0.5,12.45,1,3.93,0,0,6.84,3.93,2.91,1.74,none
0.51,11.23,0.49,15.61,1,14.67,0,0,13.38,14.67,-1.29,0.91,none
0.77,6.26,0.23,12.26,1,7.04,0,0,7.64,7.04,0.6,1.09,none
0.14,6.53,0.86,14.84,1,8.08,0,0,13.68,8.08,5.6,1.69,unattractive
0.03,6.94,0.97,11.22,1,9.85,0,0,11.09,9.85,1.24,1.13,unattractive
0.73,0.26,0.27,12.34,1,0.34,0,0,3.52,0.34,3.18,10.35,none
0.71,11.49,0.29,17.48,1,16.97,0,0,13.23,16.97,-3.74,0.78,none
0.17,5.6,0.83,18.17,1,9.26,0,0,16.03,9.26,6.77,1.73,unattractive
0.65,8.85,0.35,14.41,1,11.98,0,0,10.8,11.98,-1.18,0.9,none
0.35,1.11,0.65,14.65,1,11.32,0,0,9.91,11.32,-1.41,0.88,none
0.75,0.27,0.25,13.76,1,11.25,0,0,3.64,11.25,-7.61,0.32,none
0.28,2.89,0.72,15.58,1,7.17,0,0,12.03,7.17,4.86,1.68,none
0.56,3.25,0.44,15.67,1,6.17,0,0,8.71,6.17,2.54,1.41,none
0.88,1.5,0.12,15.28,1,15.24,0,0,3.15,15.24,-12.09,0.21,attractive
0.89,5.97,0.11,10.44,1,9.12,0,0,6.46,9.12,-2.66,0.71,attractive
0.84,3.51,0.16,17.74,1,8.74,0,0,5.79,8.74,-2.95,0.66,attractive
0.52,7.8,0.48,15.74,1,15.31,0,0,11.61,15.31,-3.7,0.76,none
0.97,11.96,0.03,16.05,1,12.42,0,0,12.08,12.42,-0.34,0.97,attractive
0.86,5.41,0.14,7.93,1,5.58,0,0,5.76,5.58,0.18,1.03,attractive
0.86,6.13,0.14,19.77,1,10.26,0,0,8.04,10.26,-2.22,0.78,attractive
0.46,4.49,0.54,15.14,1,12.83,0,0,10.24,12.83,-2.59,0.8,none
0.62,6.75,0.38,17.13,1,14.54,0,0,10.69,14.54,-3.85,0.74,none
0.29,2.78,0.71,7.15,1,5.76,0,0,5.88,5.76,0.12,1.02,none
0.57,8.96,0.43,17.18,1,14.03,0,0,12.49,14.03,-1.54,0.89,none
0.43,3.05,0.57,14.36,1,6.37,0,0,9.5,6.37,3.13,1.49,none
0.8,6.84,0.2,19.18,1,18.53,0,0,9.31,18.53,-9.22,0.5,none
0.83,8.63,0.17,17.74,1,16.37,0,0,10.18,16.37,-6.19,0.62,attractive
0.97,15.72,0.03,17.73,1,17.72,0,0,15.78,17.72,-1.94,0.89,attractive
0.21,3.62,0.79,15.04,1,12.93,0,0,12.64,12.93,-0.29,0.98,none
0.28,0.47,0.72,14.36,1,3.88,0,0,10.47,3.88,6.59,2.7,none
0.31,2.95,0.69,19.96,1,18.88,0,0,14.69,18.88,-4.19,0.78,none
0.27,6.58,0.73,16.19,1,12.76,0,0,13.6,12.76,0.84,1.07,none
0.32,11.61,0.68,17.89,1,14.16,0,0,15.88,14.16,1.72,1.12,none
0.63,3.84,0.37,11.78,1,4.88,0,0,6.78,4.88,1.9,1.39,none
0.19,4.26,0.81,10.1,1,8.98,0,0,8.99,8.98,0.01,1,unattractive
0.08,4.74,0.92,19.83,1,5.1,0,0,18.62,5.1,13.52,3.65,unattractive
0.19,0.39,0.81,11.82,1,11.09,0,0,9.65,11.09,-1.44,0.87,unattractive
0.36,1.3,0.64,7.58,1,4.31,0,0,5.32,4.31,1.01,1.23,none
0.3,6.38,0.7,12.32,1,8.93,0,0,10.54,8.93,1.61,1.18,none
0.4,3.53,0.6,18.45,1,8.19,0,0,12.48,8.19,4.29,1.52,none
